accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.6951387175238833,0.8185123323127332,0.5431655092983187,0.4879233756217929,0.774528166318663,0.6951387175238833,0.5968420521494364
